stage,candidate,score,mean_cpg,min_cpg,win_fraction,params_json,RandomPlayer,RaisedPlayer,TightPassive,LooseAggr,Raise50,Raise90,PreflopAggroSticky,CallingStation,PressureFolder,ValueRegular,NittyValue,BalancedPressure,ShowdownRegular
coarse,25,309.76,481.635,-171.875,0.774,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",997.5,580.625,912.5,96.25,923.75,421.875,393.125,728.75,961.875,49.375,227.5,140.0,-171.875
coarse,26,448.654,499.904,-51.25,0.8029,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",892.5,297.5,638.75,-51.25,998.125,620.0,503.75,767.5,951.875,-17.5,261.875,246.25,389.375
coarse,27,62.788,374.663,-311.875,0.6971,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",776.875,-311.875,720.0,508.75,821.25,165.0,296.25,703.75,975.0,46.875,235.625,-80.625,13.75
coarse,28,239.519,388.269,-148.75,0.7115,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",872.5,-148.75,670.0,335.625,977.5,-81.25,552.5,573.75,975.625,133.125,-79.375,403.75,-137.5
coarse,29,516.875,477.5,39.375,0.7644,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",723.125,39.375,545.0,556.25,836.25,873.125,371.25,564.375,956.25,67.5,186.25,330.0,158.75
coarse,30,381.635,482.885,-101.25,0.7644,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",998.125,378.125,658.75,640.0,962.5,476.25,376.875,467.5,938.125,-101.25,146.25,200.625,135.625
coarse,31,297.5,436.25,-138.75,0.7548,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",982.5,-138.75,873.75,68.75,798.75,-18.125,473.125,884.375,966.25,-126.875,502.5,333.125,71.875
coarse,32,347.404,393.029,-45.625,0.6971,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",808.125,350.0,511.875,310.625,764.375,304.375,-12.5,638.125,931.875,126.25,132.5,-45.625,289.375
coarse,33,584.856,487.981,96.875,0.7548,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",629.375,496.875,651.875,521.875,750.0,334.375,249.375,702.5,960.625,278.75,96.875,191.875,479.375
coarse,34,-126.346,389.904,-516.25,0.6971,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",967.5,301.25,761.25,578.75,731.25,41.25,170.0,432.5,935.0,166.875,93.125,-516.25,406.25
coarse,35,333.702,408.077,-74.375,0.7067,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",853.75,296.25,541.25,303.125,871.25,183.125,266.875,667.5,956.875,-38.75,-74.375,390.625,87.5
coarse,36,359.038,449.663,-90.625,0.7212,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",909.375,-90.625,848.125,323.75,912.5,450.0,309.375,458.125,926.25,76.25,149.375,99.375,473.75
coarse,37,308.077,399.327,-91.25,0.7212,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",883.75,95.0,758.75,350.0,918.125,124.375,577.5,521.875,953.125,-14.375,-91.25,-42.5,156.875
coarse,38,315.385,437.26,-121.875,0.7356,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",860.0,-38.125,756.25,666.875,901.25,189.375,779.375,325.0,953.75,-46.25,41.875,-121.875,416.875
